date,bulk_campaign_id,count_click,count_complain,count_hard_bounce,count_open,count_purchase,count_send,count_soft_bounce,count_subscribe,count_unsubscribe,nunique_click,nunique_complain,nunique_hard_bounce,nunique_open,nunique_purchase,nunique_send,nunique_soft_bounce,nunique_subscribe,nunique_unsubscribe,count_hbq_spam,nunique_hbq_spam,count_close,nunique_close
2022-05-19,2824,0,0,0,37,0,0,0,0,1,0,0,0,35,0,0,0,0,1,0,0,0,0
2022-05-19,2852,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
2022-05-19,2854,0,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
2022-05-19,2873,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-19,2874,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-19,2878,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2022-05-19,2886,0,0,0,72,0,0,0,0,2,0,0,0,71,0,0,0,0,1,0,0,0,0
2022-05-19,2901,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-19,2907,2,0,0,51,0,0,0,0,0,1,0,0,51,0,0,0,0,0,0,0,0,0
2022-05-19,2947,0,0,0,37,0,0,0,0,1,0,0,0,36,0,0,0,0,1,0,0,0,0
2022-05-19,3001,0,0,0,41,0,0,0,0,1,0,0,0,40,0,0,0,0,1,0,0,0,0
2022-05-19,3036,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2022-05-19,3043,1,0,0,55,0,0,0,0,0,1,0,0,51,0,0,0,0,0,0,0,0,0
2022-05-19,3058,1,0,0,70,0,0,0,0,2,1,0,0,64,0,0,0,0,2,0,0,0,0
2022-05-19,3125,0,0,0,18,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
2022-05-19,3131,0,0,0,88,0,0,0,0,1,0,0,0,81,0,0,0,0,1,0,0,0,0
2022-05-19,3156,0,0,0,13,0,0,0,0,1,0,0,0,11,0,0,0,0,1,0,0,0,0
2022-05-19,3169,5,0,0,68,0,0,0,0,3,3,0,0,67,0,0,0,0,3,0,0,0,0
2022-05-19,3177,1,0,0,26,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0
2022-05-19,3199,0,0,0,18,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
2022-05-19,3249,2,0,0,16,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0
2022-05-19,3331,0,0,0,46,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
2022-05-19,3341,0,0,0,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
2022-05-19,3401,2,0,0,55,0,0,0,0,1,2,0,0,51,0,0,0,0,1,0,0,0,0
2022-05-19,3433,0,0,0,29,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
2022-05-19,3463,2,0,0,128,0,0,0,0,2,2,0,0,123,0,0,0,0,2,0,0,0,0
2022-05-19,3529,0,0,0,34,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
2022-05-19,3537,0,0,0,67,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
2022-05-19,3557,23,0,0,248,0,0,0,0,5,16,0,0,238,0,0,0,0,5,0,0,0,0
2022-05-19,3578,0,0,0,81,0,0,0,0,1,0,0,0,77,0,0,0,0,1,0,0,0,0
2022-05-19,3647,0,0,0,49,0,0,0,0,1,0,0,0,45,0,0,0,0,1,0,0,0,0
2022-05-19,3659,4,0,0,133,1,0,0,0,3,3,0,0,118,1,0,0,0,3,0,0,0,0
2022-05-19,3749,1,0,0,54,0,0,0,0,2,1,0,0,51,0,0,0,0,2,0,0,0,0
2022-05-19,3774,1,0,0,21,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0
2022-05-19,3786,0,0,0,65,0,0,0,0,2,0,0,0,61,0,0,0,0,2,0,0,0,0
2022-05-19,3802,10,0,0,214,0,0,0,0,0,4,0,0,200,0,0,0,0,0,0,0,0,0
2022-05-19,3883,7,0,0,149,0,0,0,0,3,3,0,0,139,0,0,0,0,3,0,0,0,0
2022-05-19,3907,3,0,0,154,0,0,0,0,1,1,0,0,145,0,0,0,0,1,0,0,0,0
2022-05-19,3933,2,0,0,77,0,0,0,0,1,2,0,0,75,0,0,0,0,1,0,0,0,0
2022-05-19,3946,0,0,0,37,0,0,0,1,3,0,0,0,36,0,0,0,1,1,0,0,0,0
2022-05-19,3948,3,0,0,333,0,0,0,0,3,3,0,0,317,0,0,0,0,3,0,0,0,0
2022-05-19,3987,3,0,0,75,0,0,0,0,2,3,0,0,73,0,0,0,0,2,0,0,0,0
2022-05-19,4019,5,0,0,396,0,0,0,1,29,5,0,0,381,0,0,0,1,28,0,0,0,0
2022-05-19,4038,0,0,0,185,0,0,0,0,2,0,0,0,180,0,0,0,0,2,0,0,0,0
2022-05-19,4052,6,0,0,710,0,0,0,0,2,6,0,0,682,0,0,0,0,2,0,0,0,0
2022-05-19,4087,1,0,0,478,0,0,0,0,2,1,0,0,462,0,0,0,0,2,0,0,0,0
2022-05-19,4116,8,0,0,871,0,0,0,0,7,6,0,0,829,0,0,0,0,7,0,0,0,0
2022-05-19,4137,3,0,0,276,0,0,0,0,7,2,0,0,267,0,0,0,0,7,0,0,0,0
2022-05-19,4172,23,0,0,1086,0,0,0,0,6,20,0,0,1047,0,0,0,0,6,0,0,0,0
2022-05-19,4240,3,0,0,115,0,0,0,0,1,3,0,0,108,0,0,0,0,1,0,0,0,0
2022-05-19,4273,77,0,0,1874,0,0,0,0,6,61,0,0,1756,0,0,0,0,6,0,0,0,0
2022-05-19,4301,318,0,0,3128,2,0,0,1,50,239,0,0,2912,2,0,0,1,48,0,0,0,0
2022-05-19,4346,19,0,0,1033,0,0,0,0,16,17,0,0,983,0,0,0,0,16,0,0,0,0
2022-05-19,4383,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-19,4437,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-19,4438,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-19,4439,2053,0,0,6796,33,0,8,5,308,1506,0,0,6317,29,0,8,5,294,0,0,0,0
2022-05-19,4463,5668,0,39,68357,45,467884,1742,9,451,4025,0,39,64527,35,467884,1742,9,424,8,8,0,0
2022-05-19,4478,2,0,0,2,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0
2022-05-19,4479,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2022-05-19,4488,28,0,19,565,2,1674,0,0,0,28,0,19,559,2,1674,0,0,0,0,0,0,0
2022-05-19,4489,14,0,7,403,0,748,0,0,0,14,0,7,392,0,748,0,0,0,0,0,0,0
2022-05-19,4498,1075,0,3401,101469,22,270838,0,0,0,1075,0,3401,99986,15,270838,0,0,0,0,0,0,0
2022-05-20,563,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,585,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,657,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,693,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,721,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,732,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,742,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,754,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,766,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,783,1,0,0,9,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0
2022-05-20,833,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,849,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2022-05-20,856,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,868,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2022-05-20,907,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,908,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2022-05-20,938,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,952,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,965,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,992,0,0,0,5,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0
2022-05-20,998,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-05-20,1011,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,1020,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,1048,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-05-20,1072,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,1099,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,1107,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,1140,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,1204,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
2022-05-20,1205,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,1240,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2022-05-20,1294,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,1330,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-05-20,1358,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2022-05-20,1378,1,0,0,7,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
2022-05-20,1409,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2022-05-20,1457,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,1468,0,0,0,8,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0
2022-05-20,1469,4,0,0,5,0,0,0,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0
2022-05-20,1477,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2022-05-20,1508,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2022-05-20,1525,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,1535,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
2022-05-20,1557,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2022-05-20,1573,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,1588,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2022-05-20,1589,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
2022-05-20,1590,0,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
2022-05-20,1599,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
2022-05-20,1603,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2022-05-20,1625,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2022-05-20,1824,0,0,0,10,0,0,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,0
2022-05-20,1828,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-05-20,1898,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
2022-05-20,1908,1,0,0,11,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0
2022-05-20,1929,2,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
2022-05-20,1961,0,0,0,12,0,0,0,0,1,0,0,0,11,0,0,0,0,1,0,0,0,0
2022-05-20,2000,1,0,0,6,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0
2022-05-20,2003,1,0,0,49,0,0,0,0,9,1,0,0,47,0,0,0,0,6,0,0,0,0
2022-05-20,2015,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-05-20,2029,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-05-20,2053,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-05-20,2088,1,0,0,22,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0
2022-05-20,2090,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
2022-05-20,2127,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2022-05-20,2146,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,2157,0,0,0,26,0,0,0,2,2,0,0,0,24,0,0,0,1,1,0,0,0,0
2022-05-20,2197,0,0,0,22,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
2022-05-20,2222,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2022-05-20,2229,0,0,0,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
2022-05-20,2282,0,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
2022-05-20,2298,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
2022-05-20,2309,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
2022-05-20,2317,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2022-05-20,2340,0,0,0,26,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
2022-05-20,2366,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2022-05-20,2367,0,0,0,12,0,0,0,0,1,0,0,0,12,0,0,0,0,1,0,0,0,0
2022-05-20,2404,1,0,0,8,0,0,0,0,1,1,0,0,7,0,0,0,0,1,0,0,0,0
2022-05-20,2406,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,2423,1,0,0,56,0,0,0,0,1,1,0,0,38,0,0,0,0,1,0,0,0,0
2022-05-20,2429,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0
2022-05-20,2443,0,0,0,29,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
2022-05-20,2499,7,0,0,105,0,0,0,0,11,4,0,0,99,0,0,0,0,10,0,0,0,0
2022-05-20,2575,1,0,0,53,0,0,0,0,0,1,0,0,48,0,0,0,0,0,0,0,0,0
2022-05-20,2586,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,2605,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,2641,0,0,0,36,0,0,0,0,1,0,0,0,36,0,0,0,0,1,0,0,0,0
2022-05-20,2668,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2022-05-20,2716,0,0,0,21,0,0,0,0,1,0,0,0,20,0,0,0,0,1,0,0,0,0
2022-05-20,2768,0,0,0,50,0,0,0,0,1,0,0,0,45,0,0,0,0,1,0,0,0,0
2022-05-20,2780,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2022-05-20,2795,0,0,0,23,0,0,0,0,3,0,0,0,19,0,0,0,0,1,0,0,0,0
2022-05-20,2824,0,0,0,48,0,0,0,0,1,0,0,0,48,0,0,0,0,1,0,0,0,0
2022-05-20,2852,0,0,0,38,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
2022-05-20,2854,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
2022-05-20,2878,0,0,0,7,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0
2022-05-20,2886,0,0,0,63,0,0,0,0,2,0,0,0,63,0,0,0,0,2,0,0,0,0
2022-05-20,2901,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-05-20,2907,2,0,0,69,0,0,0,0,2,2,0,0,67,0,0,0,0,2,0,0,0,0
2022-05-20,2947,2,0,0,43,0,0,0,0,4,2,0,0,42,0,0,0,0,2,0,0,0,0
2022-05-20,3001,0,0,0,48,0,0,0,0,1,0,0,0,48,0,0,0,0,1,0,0,0,0
2022-05-20,3036,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-05-20,3043,0,0,0,48,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
